Names
KOPTAGEL 3
FILDAL 4
AYSIMAGUL 1
MUKRANI 2
GIZIMA 1
MUKARIN 1
KURDI 2
SEYDIHANGUL 1
NUNKER 1
PURSOR 1
ARRUBA 1
METIHA 107
ELEZ 3
FAMUZE 1
NURTENHAN 1
ESAVET 1
EFLA 9
MACIR 1
SEVALP 1
HUZRA 3
REMZIYYE 5
57 1
SEVIMER 1
PIRUSHAN 2
ZINDA 1
RUHAL 3
RENGHIN 1
GULAZAR 5
NURSEZAR 1
BEDROZ 1
MUFRIC 2
MAGSEKER 1
NEZATI 2
GULBAHRI 2
FIYDES 2
MAGTE 1
MUBERRE 39
MEHAN 2
MEHRIK 4
KAKIL 36
TABIYAT 1
GURDOL 1
SECCAN 3
ERYUCEL 3
CAFIDEN 4
HOGUR 5
ARDACAN 10
FAHRAT 7
MUGATDIS 2
EGSE 8
SAHVELED 1
MAHMUTIYE 1
ZEYNUT 1
CAYKARAN 1
PORSENG 1
CAHIDENUR 1
GURDOGAR 2
BASIRE 204
FIRUZEN 5
EREZ 2
MUNECIYE 2
MASKA 1
EZBET 2
HADRI 12
MADDEL 1
LEZET 1
MUGER 2
SATUGHAN 1
BERKNUR 1
SENNEL 1
BASAK 113
KURDAN 4
ROHEME 2
HAYRUNUSA 30
ZEKMAN 15
SEVAPHAN 1
HATDE 1
ORDUBEY 1
SERALE 4
EMINBAKI 4
ADI 45
MIDIRAP 4
OLGA 659
MECHULI 1
AVRIYE 2
HAYRINAZ 80
VILDANIYE 45
SEHERDAR 1
FETNI 1
UZINE 2
NEBIATTIN 1
MUSEHHEL 20
CENVER 1
MEHMETHAN 110
M.A.KAZIM 1
KISMETULLAH 1
MUSRIHAN 1
BEHDET 1
FEVIME 2
OKUR 15
ENSER 307
HASIA 46
KUTSEL 13
MEDLULE 1
SADETULLAH 1
RAYNIYE 1
LINDE 22
NIHATCAN 4
USNIYE 12
MEZER 7
PANAYOTICA 6
HUKMETULLAH 5
FEIYAD 1
SEHRANAZ 3
TICARET 3
L 1
MAHIL 14
BOSTAN 383
IZNISA 1
PERENDE 1
SENCAR 47
ZEBERIYE 1
VANCIN 2
FEHIYYE 1
KEDEROGLU 1
KAFURE 52
MEMSIGUL 1
ILAIT 1
NARISAH 18
SONGONUL 3
HACCEY 2
ABDULBALIK 1
EDEN 1
DESBINAR 1
ARSEV 23
SEMVEL 1
RINILA 1
MISAN 1
MIHYITTIN 3
AHZEN 3
CIHEN 2
PLUTON 1
CENNIK 3
MUZDELIL 1
BAHTEGUL 8
MOHOBBI 1
SIMER 8
GULAYI 52
BELVA 5
NIGOR 2
DILEBENT 1
NEYIDIM 1
DAGDELEN 7
MUCELLET 13
ARALSADI 1
NUSIN 113
DANIYAN 1
BERHO 64
TUGGER 3
BORSOR 1
GULIS 1
GURDA 2
SUBAHAN 8
ESRAH 14
SEVSAH 3
YUTKAN 1
YURTARSLAN 10
HIRKAT 2
YASILE 2
BIRGUTAY 2
TAHIRAT 1
IZNULLAH 40
FAISE 1
HANZIK 3
SIMAR 3
HABROS 1
ATEM 20
GULESSER 8
HERISNAZ 1
ERENSE 1
NUNURAYA 1
TEVRATI 1
NUSRELLAH 3
GUNSENIM 1
ZEYIRCAN 1
FILIZDILSAH 1
SHENAY 4
BUNYALI 2
SOO 1
VERISAN 2
MERKANE 1
SERCENG 1
TAYBOGA 2
LILLY 4
USTUNGOR 1
BINLAS 1
SAZINE 65
ZEYLUH 1
KUTUF 2
SUSLUHAN 5
BEREKAT 68
INSANI 1
RICAYIL 4
BEYRUN 2
LEYTUN 1
BIRAP 1
RAMYE 1
MUCIZET 4
GEBRA 3
MEYIN 2
SABBUS 1
LORISTAN 4
AYDENE 2
SUTMEN 25
NURDEREN 18
ABDULVARIS 2
ELIFE 1
NEZMIN 3
SATVET 11
MEVSIN 1
SUNCU 1
FORTUNI 5
ALIFARIZ 1
TURKISLAM 2
NURACIYE 2
NURENDEM 1
VEDAYIL 1
DANFER 1
OLCATU 1
ALETDUM 1
ZELFA 6
ERGIN 135
EVRE 65
GAUNUR 1
CEMALETTIN 16487
SELEM 9
SUVEYHA 1
NACIR 4
GULAMEN 1
BINNAZIK 1
TURKYILDIZ 1
ESATI 1
IDAVER 3
GUAR 1
OZANE 1
GUNRA 1
CANU 5
FEVTIYE 1
BEYANET 11
ZEYHEN 5
SANDAL 21
YI 2
FEDAKER 48
PEZRIZAT 1
SITIZUBEYDA 2
SANDANE 1
SEBHAN 1
ZADELI 3
KETMIYE 1
KIZTAVUZ 1
RAVDA 42
NARDIYE 4
COTYAR 2
HARIFE 20
MEVLANETTIN 1
MESKULIYE 2
GULSULTAN 50
CEMALIN 2
ERKEC 1
M.NUH 2
BAHTIYE 462
SEPGETULLAH 3
MOLIDE 2
ASLAHAN 29
DINSEVEN 1
LEYLO 38
SAKIP 1437
MUSALI 26
SAHSURET 1
AYSEGULELE 1
MULLAHASAN 1
SUVAKER 1
GEVHERNISSA 1
URUFAT 1
SUMENYE 41
NIDAGUL 2
IYISAN 1
IREN 12
MUZAFATIYE 1
JUBIN 1
KUDEYLA 1
IMAREDDIN 3
AHMED 8
HAMDIYET 2
RUHISEN 43
KESTI 2
ZENAIDA 3
ESDA 2
KAI 1
NARBANU 2
NESDIKE 1
ERER 17
MISPAH 11
KADUR 8
MERCUHA 2
RUIYET 3
SELVINAN 1
AVLUN 1
MIFRAT 1
HAYGUI 1
LENDAGUL 2
UMMUGUSUM 12
YEKSUNE 2
ROJVER 1
MEHTERHAN 1
SULYA 28
YESTE 2
ERKHAN 1
MUSBIAT 1
DIDEY 1
ALIERKAN 1
BARKON 1
HALK 1
SECKIL 2
KANDU 2
ESREFITTIN 1
MUKERRIYE 2
MUTEZET 1
HURUGULU 1
MUKAVVET 1
KEZBIAN 1
SEMENDAR 1
FERASEDDIN 1
HAVVADI 1
ZENINE 1
GUMRI 2
MEYRICAN 2
OZGURADEM 1
ERYILMAZ 47
NUFFEL 2
RUMA 2
YURDASES 2
HASNAT 1
MEHMETUNSAL 1
TUGKENT 3
IVLIYA 1
FERITDUN 1
NOYFEL 21
UDER 1
GALIL 2
SELEMAN 1
NURICAN 88
TEHAMMUL 1
MIZI 1
BAYEN 2
MULVER 32
NURSAL 486
AMET 1
MAHHO 1
APDILKADIR 9
TOLUSEL 1
SADDAT 1
BESRAVI 17
HADAYI 1
NUERRAY 1
MAHER 3
EMIRALP 4
SEMDAN 14
NURSENA 84
ZELAHA 17
RAPIDE 1
KURKUT 3
NISALE 1
BAKIZIYE 1
MADANOGLU 1
ROKIYETA 2
MALISE 2
CACO 1
CIDA 2
NEVGIJE 1
YUMYUCH 1
NUNCER 1
OZENIR 14
RUHMEN 1
CELALLEDDIN 1
SAHVENT 1
MUNEYYER 1
RUBESAN 1
FARFI 1
HALIYDE 1
CEVDET 16
BEYDERE 1
